borrower_id,income_trend_score,balance_trend_score,payment_consistency_score,expense_pressure_score,income_volatility_score,loan_health_score,risk_bucket
B0422,18.9,14.42,67.0,45.0,31.41,32.57,Orange
B0423,19.21,14.7,67.0,47.84,33.09,33.32,Orange
B0424,17.6,14.82,67.0,45.85,26.8,31.94,Orange
B0425,18.26,13.79,67.0,46.65,30.84,32.41,Orange
B0426,18.06,15.66,67.0,50.38,26.43,32.93,Orange
B0427,19.19,15.44,67.0,48.53,27.67,33.06,Orange
B0428,18.85,14.17,67.0,44.73,30.79,32.39,Orange
B0429,17.91,14.29,67.0,47.96,26.65,32.2,Orange
B0430,20.57,14.76,67.0,46.9,33.06,33.6,Orange
B0431,18.61,14.36,67.0,45.42,30.35,32.42,Orange
B0432,18.29,15.11,67.0,47.75,31.07,32.93,Orange
B0433,17.36,14.53,67.0,48.54,27.84,32.31,Orange
B0434,19.47,14.09,67.0,44.75,31.29,32.6,Orange
B0435,17.6,15.31,67.0,45.64,26.37,31.99,Orange
B0436,18.04,14.92,67.0,46.69,25.99,32.14,Orange
B0437,18.04,13.93,67.0,43.96,27.52,31.64,Orange
B0438,18.71,14.77,67.0,45.19,31.85,32.67,Orange
B0439,19.54,15.43,67.0,46.31,32.86,33.35,Orange
B0440,18.42,13.86,67.0,44.3,27.17,31.75,Orange
B0441,18.67,14.73,67.0,50.92,31.91,33.51,Orange
B0442,17.88,14.16,67.0,44.75,26.18,31.63,Orange
B0443,18.57,15.12,67.0,46.02,29.51,32.6,Orange
B0444,19.64,14.8,67.0,46.24,31.28,33.06,Orange
B0445,18.62,16.03,67.0,49.87,29.43,33.42,Orange
B0446,19.35,14.75,67.0,44.49,34.16,32.98,Orange
B0447,19.21,14.19,67.0,49.53,31.33,33.27,Orange
B0448,19.92,14.89,67.0,47.79,33.75,33.64,Orange
B0449,18.9,14.66,67.0,44.73,30.9,32.53,Orange
B0450,18.41,14.85,67.0,47.39,31.14,32.86,Orange
B0451,18.65,14.04,67.0,47.48,32.52,32.88,Orange
B0452,19.08,14.87,67.0,49.53,30.4,33.31,Orange
B0453,19.05,15.35,67.0,50.85,32.64,33.84,Orange
B0454,16.94,14.62,67.0,50.98,26.48,32.43,Orange
B0455,17.87,13.94,67.0,46.4,25.68,31.77,Orange
B0456,19.24,14.24,67.0,49.45,31.1,33.26,Orange
B0457,20.47,15.15,67.0,46.33,33.57,33.64,Orange
B0458,20.82,14.15,67.0,48.94,34.77,34.0,Orange
B0459,18.5,15.41,67.0,48.85,28.95,33.03,Orange
B0460,19.47,16.21,67.0,46.21,33.3,33.56,Orange
B0461,18.68,14.28,67.0,47.82,32.43,32.99,Orange
B0462,19.57,15.24,67.0,46.36,32.75,33.31,Orange
B0463,19.16,14.62,67.0,47.9,29.92,32.98,Orange
B0464,17.89,14.79,67.0,48.63,27.55,32.51,Orange
B0465,19.33,15.86,67.0,51.23,32.42,34.09,Orange
B0466,17.77,15.45,67.0,45.3,26.4,32.03,Orange
B0467,19.41,15.31,67.0,49.04,32.09,33.62,Orange
B0468,19.77,14.94,67.0,48.64,34.8,33.84,Orange
B0469,19.6,15.49,67.0,51.44,31.89,34.06,Orange
B0470,18.52,15.29,67.0,49.32,28.15,32.99,Orange
B0471,19.96,14.9,67.0,45.38,33.9,33.31,Orange
B0472,19.92,13.81,67.0,49.36,32.12,33.44,Orange
B0473,20.87,14.28,67.0,44.93,34.65,33.44,Orange
B0474,20.48,14.37,67.0,47.27,31.29,33.36,Orange
B0475,18.74,14.01,67.0,46.13,27.55,32.2,Orange
B0476,18.37,15.22,67.0,44.1,28.32,32.16,Orange
B0477,18.19,14.86,67.0,44.3,30.14,32.23,Orange
B0478,18.36,14.55,67.0,45.88,26.83,32.11,Orange
B0479,18.52,14.55,67.0,45.06,28.17,32.17,Orange
B0480,18.65,15.24,67.0,43.4,27.65,32.08,Orange
B0481,19.45,14.05,67.0,45.9,31.88,32.82,Orange
B0482,18.36,15.02,67.0,45.95,29.27,32.48,Orange
B0483,17.51,14.6,67.0,43.48,26.36,31.46,Orange
B0484,18.53,15.32,67.0,45.95,29.51,32.63,Orange
B0485,18.01,14.47,67.0,48.5,28.39,32.53,Orange
B0486,19.4,14.83,67.0,47.82,33.51,33.45,Orange
B0487,18.05,14.22,67.0,45.62,27.82,32.0,Orange
B0488,17.77,14.35,67.0,47.55,28.12,32.26,Orange
B0489,19.43,15.25,67.0,50.14,30.6,33.62,Orange
B0490,19.08,14.27,67.0,49.42,32.64,33.37,Orange
B0491,18.85,15.27,67.0,46.74,29.84,32.87,Orange
B0492,18.91,15.98,67.0,48.24,31.29,33.43,Orange
B0493,19.4,15.78,67.0,48.87,32.42,33.74,Orange
B0494,19.2,14.74,67.0,49.19,32.36,33.46,Orange
B0495,19.64,16.33,67.0,50.69,33.17,34.3,Orange
B0496,18.58,14.86,67.0,50.37,28.7,33.11,Orange
B0497,19.48,15.1,67.0,45.18,33.34,33.13,Orange
B0498,18.6,14.95,67.0,43.62,29.22,32.18,Orange
B0499,19.33,15.2,67.0,44.81,30.92,32.81,Orange
B0500,18.45,14.7,67.0,48.38,29.49,32.82,Orange
B0501,19.72,14.53,67.0,44.25,34.39,33.02,Orange
B0502,18.99,15.04,67.0,49.06,32.57,33.47,Orange
B0503,18.5,15.73,67.0,45.98,28.5,32.63,Orange
B0504,18.02,15.16,67.0,50.29,27.78,32.92,Orange
B0505,18.04,13.87,67.0,43.93,30.31,31.9,Orange
B0506,19.67,15.46,67.0,48.45,32.68,33.7,Orange
B0507,20.54,16.59,67.0,50.52,32.73,34.56,Orange
B0508,20.88,15.55,67.0,48.51,32.03,34.03,Orange
B0509,19.19,15.28,67.0,47.81,28.64,33.01,Orange
B0510,17.88,14.34,67.0,47.75,25.73,32.08,Orange
B0511,18.59,15.18,67.0,46.49,29.76,32.72,Orange
B0512,19.11,13.8,67.0,47.98,33.05,33.08,Orange
B0513,18.58,14.71,67.0,47.08,27.99,32.51,Orange
B0514,18.71,15.49,67.0,52.67,27.64,33.55,Orange
B0515,19.41,14.09,67.0,47.98,33.67,33.31,Orange
B0516,18.61,15.56,67.0,45.83,31.29,32.88,Orange
B0517,18.7,15.77,67.0,46.21,31.41,33.02,Orange
B0518,19.03,15.35,67.0,49.85,31.79,33.6,Orange
B0519,18.78,14.63,67.0,50.26,29.78,33.21,Orange
B0520,18.09,15.56,67.0,49.99,26.47,32.86,Orange
B0521,18.45,14.39,67.0,47.41,31.2,32.76,Orange
B0522,18.4,14.74,67.0,45.15,27.3,32.11,Orange
B0523,19.79,14.73,67.0,44.62,31.75,32.89,Orange
B0524,18.6,15.17,67.0,48.85,31.44,33.24,Orange
B0525,18.24,15.58,67.0,44.89,28.22,32.32,Orange
B0526,20.15,15.1,67.0,49.21,30.02,33.6,Orange
B0527,19.9,15.47,67.0,50.6,35.52,34.38,Orange
B0528,19.06,15.14,67.0,47.48,30.71,33.1,Orange
B0529,18.99,15.78,67.0,46.19,32.1,33.18,Orange
B0530,19.57,14.47,67.0,47.04,32.63,33.21,Orange
B0531,20.47,15.84,67.0,46.87,31.63,33.69,Orange
B0532,19.69,13.92,67.0,46.03,31.67,32.86,Orange
B0533,18.12,16.09,67.0,51.43,30.14,33.59,Orange
B0534,19.33,14.52,67.0,43.03,29.31,32.21,Orange
B0535,18.88,16.16,67.0,51.46,33.13,34.14,Orange
B0536,19.2,15.13,67.0,48.58,28.54,33.08,Orange
B0537,19.53,15.44,67.0,49.91,31.97,33.8,Orange
B0538,18.88,14.77,67.0,44.72,28.05,32.27,Orange
B0539,19.55,14.55,67.0,49.07,32.77,33.54,Orange
B0540,18.75,14.98,67.0,50.08,30.66,33.35,Orange
B0541,20.76,15.03,67.0,48.38,33.97,34.04,Orange
B0542,19.2,15.42,67.0,48.74,33.56,33.68,Orange
B0543,20.6,15.09,67.0,50.13,33.09,34.18,Orange
B0544,18.83,15.51,67.0,49.24,32.38,33.55,Orange
B0545,19.39,16.01,67.0,47.81,33.74,33.77,Orange
B0546,18.88,14.61,67.0,49.17,31.04,33.2,Orange
B0547,19.54,15.04,67.0,51.06,30.55,33.74,Orange
B0548,19.34,15.63,67.0,49.51,33.03,33.84,Orange
B0549,19.06,14.64,67.0,48.37,32.28,33.26,Orange
B0550,19.36,15.42,67.0,44.55,34.98,33.24,Orange
B0551,18.69,14.48,67.0,44.56,29.74,32.29,Orange
B0552,18.82,14.71,67.0,47.14,31.24,32.92,Orange
B0553,20.89,15.13,67.0,49.88,35.19,34.45,Orange
B0554,18.72,15.68,67.0,49.94,30.79,33.51,Orange
B0555,18.15,15.49,67.0,48.86,25.92,32.64,Orange
B0556,20.18,15.98,67.0,51.16,34.5,34.57,Orange
B0557,19.23,14.39,67.0,45.22,32.87,32.84,Orange
B0558,18.83,14.7,67.0,50.0,29.98,33.22,Orange
B0559,19.22,15.51,67.0,47.21,29.67,33.09,Orange
B0560,18.99,14.39,67.0,46.73,31.15,32.82,Orange
B0561,18.74,15.22,67.0,45.68,30.65,32.74,Orange
B0562,18.62,14.42,67.0,47.02,29.74,32.62,Orange
B0563,19.21,14.68,67.0,47.11,31.05,33.0,Orange
B0564,18.23,15.15,67.0,49.97,30.66,33.22,Orange
B0565,19.13,15.35,67.0,48.42,33.32,33.57,Orange
B0566,19.37,15.53,67.0,44.5,32.74,33.04,Orange
B0567,20.38,15.76,67.0,51.1,34.97,34.62,Orange
B0568,18.74,15.78,67.0,51.21,29.47,33.6,Orange
B0569,18.95,14.61,67.0,48.7,28.23,32.87,Orange
B0570,21.31,15.82,67.0,49.3,35.27,34.67,Orange
B0571,18.41,15.93,67.0,50.98,28.47,33.4,Orange
B0572,19.8,15.31,67.0,49.65,33.24,33.94,Orange
B0573,19.43,14.6,67.0,43.61,33.29,32.75,Orange
B0574,20.22,14.46,67.0,47.14,35.63,33.72,Orange
B0575,19.27,14.6,67.0,46.43,30.66,32.86,Orange
B0576,19.38,15.03,67.0,45.9,33.75,33.23,Orange
B0577,18.85,15.66,67.0,49.96,32.94,33.76,Orange
B0578,20.2,14.76,67.0,48.56,35.23,33.96,Orange
B0579,19.02,15.33,67.0,52.38,31.02,33.9,Orange
B0580,18.83,16.0,67.0,45.69,27.81,32.68,Orange
B0581,18.52,16.04,67.0,52.15,29.15,33.7,Orange
B0582,19.29,14.95,67.0,43.79,31.93,32.69,Orange
B0583,18.87,14.93,67.0,51.98,31.05,33.7,Orange
B0584,19.7,15.49,67.0,50.11,32.85,33.98,Orange
B0585,19.93,15.29,67.0,51.58,33.43,34.28,Orange
B0586,19.04,14.37,67.0,45.36,31.97,32.71,Orange
B0587,18.63,15.51,67.0,51.07,27.95,33.32,Orange
B0588,19.7,14.46,67.0,46.94,34.78,33.44,Orange
B0589,19.51,15.36,67.0,46.79,31.97,33.31,Orange
B0590,19.22,15.67,67.0,47.13,30.22,33.18,Orange
B0591,19.56,14.32,67.0,45.92,33.02,33.04,Orange
B0592,17.89,16.3,67.0,52.46,28.21,33.53,Orange
B0593,19.35,14.54,67.0,47.62,30.57,33.04,Orange
B0594,18.58,14.61,67.0,49.2,32.16,33.22,Orange
B0595,22.08,15.76,67.0,50.66,36.32,35.2,Orange
B0596,19.31,14.66,67.0,44.79,31.13,32.69,Orange
B0597,20.7,15.1,67.0,50.38,30.98,34.04,Orange
B0598,19.0,15.13,67.0,53.94,31.8,34.15,Orange
B0599,19.33,16.14,67.0,47.79,31.39,33.54,Orange
B0600,20.77,14.97,67.0,49.18,32.19,33.97,Orange
B0601,19.53,15.74,67.0,46.59,33.29,33.51,Orange
B0602,19.11,14.82,67.0,44.4,28.33,32.33,Orange
B0603,19.65,15.42,67.0,46.17,34.69,33.54,Orange
B0604,18.93,14.89,67.0,47.53,31.3,33.06,Orange
B0605,20.0,15.92,67.0,50.37,34.07,34.34,Orange
B0606,19.49,14.89,67.0,51.87,32.67,34.02,Orange
B0607,19.78,14.48,67.0,46.7,32.74,33.23,Orange
B0608,19.03,14.66,67.0,48.01,28.71,32.85,Orange
B0609,18.66,15.61,67.0,50.52,29.03,33.38,Orange
B0610,19.82,15.33,67.0,54.34,33.54,34.68,Orange
B0611,19.28,15.13,67.0,50.73,32.31,33.81,Orange
B0612,19.85,14.55,67.0,48.71,32.45,33.54,Orange
B0613,19.85,15.43,67.0,49.47,30.94,33.73,Orange
B0614,18.52,14.9,67.0,51.58,27.42,33.16,Orange
B0615,21.41,15.12,67.0,46.2,35.61,34.09,Orange
B0616,19.48,15.21,67.0,49.85,30.45,33.57,Orange
B0617,18.78,15.55,67.0,47.93,28.92,33.0,Orange
B0618,20.18,15.44,67.0,52.11,32.67,34.4,Orange
B0619,21.16,15.31,67.0,46.57,36.59,34.22,Orange
B0620,19.04,14.81,67.0,45.34,29.64,32.58,Orange
B0621,19.49,16.54,67.0,49.55,33.8,34.19,Orange
B0622,18.54,15.33,67.0,49.09,29.51,33.11,Orange
B0623,19.97,15.46,67.0,51.01,34.64,34.37,Orange
B0624,18.05,15.11,67.0,46.94,26.3,32.26,Orange
B0625,19.19,14.75,67.0,47.18,29.84,32.91,Orange
B0626,18.82,15.04,67.0,48.92,31.71,33.32,Orange
B0627,19.72,15.55,67.0,46.05,33.89,33.5,Orange
B0628,19.81,15.34,67.0,48.99,32.54,33.78,Orange
B0629,19.28,14.95,67.0,44.39,29.69,32.55,Orange
B0630,19.67,15.72,67.0,49.97,34.36,34.16,Orange
B0631,18.74,15.83,67.0,47.54,31.12,33.22,Orange
B0632,19.89,15.13,67.0,45.47,34.78,33.45,Orange
B0633,19.5,16.0,67.0,50.91,30.16,33.9,Orange
B0634,19.44,15.31,67.0,46.57,33.07,33.35,Orange
B0635,18.31,16.16,67.0,50.31,27.53,33.23,Orange
B0636,20.91,15.21,67.0,49.38,34.1,34.29,Orange
B0637,19.93,16.48,67.0,52.24,36.29,34.96,Orange
B0638,19.52,14.78,67.0,51.19,29.83,33.61,Orange
B0639,19.51,15.78,67.0,48.73,30.02,33.51,Orange
B0640,19.93,14.67,67.0,50.61,31.48,33.79,Orange
B0641,20.56,14.48,67.0,46.0,35.94,33.68,Orange
B0642,19.28,14.41,67.0,45.23,34.81,33.05,Orange
B0643,19.61,16.44,67.0,48.91,29.96,33.73,Orange
B0644,18.27,15.74,67.0,51.0,28.17,33.28,Orange
B0645,19.43,15.33,67.0,51.64,32.13,34.02,Orange
B0646,18.44,16.24,67.0,47.61,32.15,33.35,Orange
B0647,18.74,15.91,67.0,46.4,30.51,33.01,Orange
B0648,19.08,15.02,67.0,51.4,29.92,33.58,Orange
B0649,18.54,14.95,67.0,44.73,29.19,32.33,Orange
B0650,18.92,15.52,67.0,48.06,30.81,33.25,Orange
B0651,19.98,16.27,67.0,51.81,35.44,34.78,Orange
B0652,20.62,15.48,67.0,47.24,37.06,34.25,Orange
B0653,18.42,15.29,67.0,48.0,32.07,33.16,Orange
B0654,19.88,15.04,67.0,45.78,32.69,33.26,Orange
B0655,19.51,15.69,67.0,48.64,32.35,33.71,Orange
B0656,19.45,14.83,67.0,51.25,33.66,34.0,Orange
B0657,18.55,14.56,67.0,51.42,31.03,33.42,Orange
B0658,18.41,15.65,67.0,50.84,28.73,33.33,Orange
B0659,19.59,15.2,67.0,50.51,31.82,33.84,Orange
B0660,20.7,14.25,67.0,50.57,33.51,34.11,Orange
B0661,19.33,14.67,67.0,46.74,30.48,32.93,Orange
B0662,18.0,14.44,67.0,50.13,28.97,32.83,Orange
B0663,19.84,16.43,67.0,50.8,32.9,34.37,Orange
B0664,20.51,15.14,67.0,46.28,33.35,33.62,Orange
B0665,20.56,15.68,67.0,50.45,35.86,34.64,Orange
B0666,18.16,15.51,67.0,48.32,29.05,32.88,Orange
B0667,19.72,14.25,67.0,48.82,34.42,33.64,Orange
B0668,19.17,15.52,67.0,49.95,30.29,33.55,Orange
B0669,20.85,16.58,67.0,52.39,35.2,35.18,Orange
B0670,19.09,15.08,67.0,48.3,29.35,33.08,Orange
B0671,19.75,15.48,67.0,50.35,34.7,34.22,Orange
B0672,19.46,15.91,67.0,50.13,33.58,34.09,Orange
B0673,19.15,15.56,67.0,49.99,31.26,33.66,Orange
B0674,20.23,14.98,67.0,51.42,35.95,34.52,Orange
B0675,18.27,15.49,67.0,50.81,28.62,33.24,Orange
B0676,20.19,16.63,67.0,52.08,35.19,34.95,Orange
B0677,19.53,15.38,67.0,48.74,31.46,33.56,Orange
B0678,21.62,14.9,67.0,46.69,36.51,34.27,Orange
B0679,18.91,15.55,67.0,51.53,31.75,33.86,Orange
B0680,18.49,15.95,67.0,50.48,30.21,33.53,Orange
B0681,20.51,16.33,67.0,52.55,31.23,34.64,Orange
B0682,18.95,15.48,67.0,47.2,28.33,32.87,Orange
B0683,21.25,15.16,67.0,46.0,38.07,34.27,Orange
B0684,19.71,15.92,67.0,47.9,33.1,33.79,Orange
B0685,20.88,16.02,67.0,52.66,32.84,34.85,Orange
B0686,19.89,15.61,67.0,51.1,31.2,34.05,Orange
B0687,19.75,15.95,67.0,52.39,34.35,34.61,Orange
B0688,18.83,16.04,67.0,51.74,33.0,34.12,Orange
B0689,19.29,16.17,67.0,50.78,32.66,34.11,Orange
B0690,19.12,15.33,67.0,51.81,30.09,33.75,Orange
B0691,21.2,16.58,67.0,48.52,37.33,34.92,Orange
B0692,19.58,15.63,67.0,49.25,35.25,34.09,Orange
B0693,19.02,15.69,67.0,52.49,29.35,33.84,Orange
B0694,19.34,15.0,67.0,45.44,33.84,33.15,Orange
B0695,18.83,15.04,67.0,46.11,29.98,32.72,Orange
B0696,20.06,15.37,67.0,46.29,33.02,33.51,Orange
B0697,19.01,17.47,67.0,54.21,30.78,34.68,Orange
B0698,21.24,14.6,67.0,48.17,37.76,34.42,Orange
B0699,19.5,15.99,67.0,47.93,33.35,33.77,Orange
B0700,18.95,15.16,67.0,50.54,31.91,33.65,Orange
B0701,20.43,15.05,67.0,51.31,35.86,34.57,Orange
B0702,19.19,15.18,67.0,52.52,30.78,33.91,Orange
B0703,20.3,15.32,67.0,47.94,32.23,33.73,Orange
B0704,19.99,16.18,67.0,48.03,35.83,34.23,Orange
B0705,18.68,16.29,67.0,47.39,30.6,33.25,Orange
B0706,19.49,15.42,67.0,49.99,31.96,33.8,Orange
B0707,20.67,15.51,67.0,47.1,36.4,34.18,Orange
B0708,18.51,14.74,67.0,49.89,30.36,33.16,Orange
B0709,19.24,14.69,67.0,45.76,32.99,33.01,Orange
B0710,19.28,14.61,67.0,45.13,32.54,32.86,Orange
B0711,19.18,16.06,67.0,47.11,33.25,33.56,Orange
B0712,20.55,15.3,67.0,54.07,33.89,34.89,Orange
B0713,19.35,14.96,67.0,46.69,31.33,33.08,Orange
B0714,19.78,16.78,67.0,48.56,31.53,33.97,Orange
B0715,20.54,16.31,67.0,52.67,36.13,35.15,Orange
B0716,18.64,16.44,67.0,53.17,28.3,33.91,Orange
B0717,18.47,15.59,67.0,47.76,28.69,32.87,Orange
B0718,21.66,16.25,67.0,49.91,36.05,35.05,Orange
B0719,19.18,15.86,67.0,47.48,32.68,33.51,Orange
B0720,19.07,15.57,67.0,54.21,31.71,34.32,Orange
B0721,19.35,16.52,67.0,51.25,31.52,34.17,Orange
B0722,20.42,16.83,67.0,47.93,35.74,34.5,Orange
B0723,18.47,14.46,67.0,45.44,28.04,32.18,Orange
B0724,19.51,14.7,67.0,51.14,32.57,33.86,Orange
B0725,19.04,15.49,67.0,52.72,30.87,33.98,Orange
B0726,19.94,15.49,67.0,51.81,35.7,34.6,Orange
B0727,19.98,14.98,67.0,49.71,32.76,33.87,Orange
B0728,19.39,16.44,67.0,48.62,32.71,33.89,Orange
B0729,23.35,14.59,67.0,45.9,37.83,34.72,Orange
B0730,18.35,15.07,67.0,48.49,28.25,32.77,Orange
B0731,19.51,15.66,67.0,48.65,32.74,33.74,Orange
B0732,19.31,14.92,67.0,47.93,31.05,33.22,Orange
B0733,19.11,15.84,67.0,47.9,32.87,33.56,Orange
B0734,19.75,15.5,67.0,46.96,32.8,33.52,Orange
B0735,19.87,15.75,67.0,46.33,35.79,33.83,Orange
B0736,19.46,14.98,67.0,45.05,35.31,33.27,Orange
B0737,19.42,16.64,67.0,49.92,30.9,33.96,Orange
B0738,22.52,15.15,67.0,52.15,36.76,35.44,Orange
B0739,18.87,16.72,67.0,46.9,30.45,33.32,Orange
B0740,20.44,14.78,67.0,48.68,33.55,33.88,Orange
B0741,19.7,15.6,67.0,49.66,35.88,34.25,Orange
B0742,21.33,16.31,67.0,48.68,38.2,35.0,Orange
B0743,20.28,15.26,67.0,49.89,36.35,34.42,Orange
B0744,20.77,16.05,67.0,47.36,34.69,34.22,Orange
B0745,21.99,16.38,67.0,49.33,35.67,35.06,Orange
B0746,18.06,16.4,67.0,52.06,30.59,33.79,Orange
B0747,18.8,15.04,67.0,48.44,30.76,33.14,Orange
B0748,20.66,16.36,67.0,50.56,34.61,34.73,Orange
B0749,19.96,16.28,67.0,50.84,34.82,34.57,Orange
B0750,21.45,14.49,67.0,48.99,33.84,34.19,Orange
B0751,18.36,14.59,67.0,49.0,28.01,32.71,Orange
B0752,19.76,16.02,67.0,54.53,35.92,35.1,Orange
B0753,19.32,15.68,67.0,51.2,33.72,34.17,Orange
B0754,21.16,17.02,67.0,52.83,34.83,35.41,Orange
B0755,21.29,15.32,67.0,52.53,36.65,35.16,Orange
B0756,19.9,16.01,67.0,49.08,34.67,34.2,Orange
B0757,22.1,15.32,67.0,54.78,36.83,35.76,Orange
B0758,20.97,15.21,67.0,54.18,35.27,35.15,Orange
B0759,20.47,16.2,67.0,52.17,31.68,34.58,Orange
B0760,21.09,15.99,67.0,48.46,36.35,34.63,Orange
B0761,18.41,15.66,67.0,50.5,30.35,33.45,Orange
B0762,19.17,15.59,67.0,48.39,34.53,33.76,Orange
B0763,21.18,15.99,67.0,48.67,34.55,34.51,Orange
B0764,20.0,15.15,67.0,50.91,34.88,34.31,Orange
B0765,19.05,15.68,67.0,54.69,31.1,34.35,Orange
B0766,19.03,16.94,67.0,50.93,30.99,34.08,Orange
B0767,19.79,15.35,67.0,49.57,30.82,33.69,Orange
B0768,18.55,16.36,67.0,51.5,30.64,33.84,Orange
B0769,19.63,16.45,67.0,49.59,33.9,34.23,Orange
B0770,18.9,15.5,67.0,47.68,29.05,33.0,Orange
B0771,20.43,15.42,67.0,50.71,36.81,34.67,Orange
B0772,19.7,14.97,67.0,48.04,31.84,33.44,Orange
B0773,19.46,15.95,67.0,52.02,35.65,34.59,Orange
B0774,19.82,16.63,67.0,53.35,34.29,34.94,Orange
B0775,22.68,14.74,67.0,52.02,37.7,35.46,Orange
B0776,24.19,16.81,67.0,52.21,38.58,36.55,Orange
B0777,20.36,14.86,67.0,46.44,35.7,33.76,Orange
B0778,19.56,16.32,67.0,51.39,35.33,34.59,Orange
B0779,20.17,15.62,67.0,53.16,30.6,34.39,Orange
B0780,19.81,15.86,67.0,53.47,35.11,34.84,Orange
B0781,17.62,15.2,67.0,51.17,28.47,33.01,Orange
B0782,21.81,15.59,67.0,47.01,34.96,34.39,Orange
B0783,19.37,15.38,67.0,53.1,33.2,34.34,Orange
B0784,20.34,15.59,67.0,49.38,33.89,34.2,Orange
B0785,20.19,15.92,67.0,48.27,34.32,34.11,Orange
B0786,21.07,16.52,67.0,50.27,38.19,35.21,Orange
B0787,19.42,15.07,67.0,48.08,34.04,33.61,Orange
B0788,19.7,15.05,67.0,48.63,35.82,33.95,Orange
B0789,20.85,17.4,67.0,53.43,37.28,35.75,Orange
B0790,20.66,14.28,67.0,47.75,35.92,33.92,Orange
B0791,23.92,16.7,67.0,48.27,39.89,35.98,Orange
B0792,20.82,15.65,67.0,53.77,35.6,35.18,Orange
B0793,23.34,15.53,67.0,44.86,39.67,34.98,Orange
B0794,20.18,15.79,67.0,52.39,34.21,34.68,Orange
B0795,18.83,16.16,67.0,55.36,29.59,34.35,Orange
B0796,19.75,15.95,67.0,48.9,32.48,33.9,Orange
B0797,21.72,17.18,67.0,53.06,35.49,35.72,Orange
B0798,19.97,16.44,67.0,50.35,32.69,34.32,Orange
B0799,21.9,15.08,67.0,49.41,37.82,34.93,Orange
B0800,20.22,15.93,67.0,54.49,34.79,35.1,Orange
B0801,21.73,15.15,67.0,48.9,38.39,34.88,Orange
B0802,19.1,16.27,67.0,53.3,29.49,34.14,Orange
B0803,20.41,16.39,67.0,53.04,32.94,34.87,Orange
B0804,18.71,16.92,67.0,51.25,31.56,34.09,Orange
B0805,19.2,15.96,67.0,55.56,30.32,34.52,Orange
B0806,20.6,15.12,67.0,53.28,33.83,34.74,Orange
B0807,21.93,17.16,67.0,56.14,36.62,36.35,Orange
B0808,20.34,16.38,67.0,49.19,32.98,34.27,Orange
B0809,21.23,16.24,67.0,49.4,36.91,34.93,Orange
B0810,20.1,16.37,67.0,55.23,37.25,35.53,Orange
B0811,23.42,16.85,67.0,51.0,37.49,36.04,Orange
B0812,20.22,15.86,67.0,48.48,33.98,34.1,Orange
B0813,20.21,15.21,67.0,51.02,34.7,34.39,Orange
B0814,20.66,15.76,67.0,48.31,36.84,34.47,Orange
B0815,21.86,16.78,67.0,53.48,38.76,36.05,Orange
B0816,21.08,15.85,67.0,52.5,37.8,35.34,Orange
B0817,19.71,15.22,67.0,53.95,32.98,34.51,Orange
B0818,19.88,16.26,67.0,51.24,33.96,34.51,Orange
B0819,22.08,15.72,67.0,50.84,37.56,35.34,Orange
B0820,23.86,15.64,67.0,51.29,38.86,36.05,Orange
B0821,20.8,16.46,67.0,49.93,32.29,34.47,Orange
B0822,19.83,16.59,67.0,52.43,32.78,34.64,Orange
B0823,19.33,15.9,67.0,51.18,30.14,33.86,Orange
B0824,19.44,16.87,67.0,54.9,34.77,35.16,Orange
B0825,23.89,14.99,67.0,48.29,38.61,35.42,Orange
B0826,20.83,15.45,67.0,50.56,32.56,34.35,Orange
B0827,20.91,16.72,67.0,54.87,37.55,35.84,Orange
B0828,19.25,15.9,67.0,53.12,29.74,34.09,Orange
B0829,19.69,16.1,67.0,52.94,32.54,34.53,Orange
B0830,22.85,15.41,67.0,51.67,35.8,35.44,Orange
B0831,20.8,16.23,67.0,52.17,35.88,35.11,Orange
B0832,21.72,16.53,67.0,48.23,37.8,35.06,Orange
B0833,19.78,16.7,67.0,52.75,31.85,34.61,Orange
B0834,20.54,16.52,67.0,52.48,32.73,34.84,Orange
B0835,19.0,16.52,67.0,55.14,29.16,34.42,Orange
B0836,22.62,14.62,67.0,49.65,36.87,34.98,Orange
B0837,18.64,16.14,67.0,54.0,31.7,34.3,Orange
B0838,19.75,16.46,67.0,53.83,34.54,34.97,Orange
B0839,19.22,16.3,67.0,49.91,32.36,33.96,Orange
B0840,19.93,15.96,67.0,51.82,35.9,34.73,Orange
B0841,19.76,16.48,67.0,52.26,32.21,34.51,Orange
B0842,21.34,16.46,67.0,50.96,37.44,35.3,Orange
B0843,19.62,16.25,67.0,49.92,35.21,34.36,Orange
B0844,22.0,15.62,67.0,51.02,38.53,35.41,Orange
B0845,20.1,14.74,67.0,46.68,34.64,33.58,Orange
B0846,19.67,16.67,67.0,52.72,35.55,34.93,Orange
B0847,22.81,15.29,67.0,49.14,39.38,35.37,Orange
B0848,22.5,16.09,67.0,53.7,38.49,36.08,Orange
B0849,19.86,15.69,67.0,51.56,35.77,34.59,Orange
B0850,23.87,14.94,67.0,49.77,36.61,35.42,Orange
B0851,21.74,16.19,67.0,47.61,38.02,34.91,Orange
B0852,22.48,14.94,67.0,51.01,33.08,34.84,Orange
B0853,20.35,15.87,67.0,48.41,35.06,34.24,Orange
B0854,19.28,16.38,67.0,49.25,32.47,33.91,Orange
B0855,19.6,14.92,67.0,49.98,32.85,33.79,Orange
B0856,22.38,15.52,67.0,49.78,39.24,35.38,Orange
